task_index,task_id,subcategory,eval_type,ground_truth,query
287,lila_physics_037,physics,float_tol,333.0,Calculate the kinetic energy (in Joules) of an object with mass 74 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
288,lila_physics_038,physics,float_tol,342.0,Calculate the kinetic energy (in Joules) of an object with mass 76 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
289,lila_physics_039,physics,float_tol,351.0,Calculate the kinetic energy (in Joules) of an object with mass 78 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
290,lila_physics_040,physics,float_tol,360.0,Calculate the kinetic energy (in Joules) of an object with mass 80 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
291,lila_physics_041,physics,float_tol,369.0,Calculate the kinetic energy (in Joules) of an object with mass 82 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
292,lila_physics_042,physics,float_tol,378.0,Calculate the kinetic energy (in Joules) of an object with mass 84 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
293,lila_physics_043,physics,float_tol,387.0,Calculate the kinetic energy (in Joules) of an object with mass 86 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
294,lila_physics_044,physics,float_tol,396.0,Calculate the kinetic energy (in Joules) of an object with mass 88 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
295,lila_physics_045,physics,float_tol,405.0,Calculate the kinetic energy (in Joules) of an object with mass 90 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
296,lila_physics_046,physics,float_tol,414.0,Calculate the kinetic energy (in Joules) of an object with mass 92 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
297,lila_physics_047,physics,float_tol,423.0,Calculate the kinetic energy (in Joules) of an object with mass 94 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
298,lila_physics_048,physics,float_tol,432.0,Calculate the kinetic energy (in Joules) of an object with mass 96 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
299,lila_physics_049,physics,float_tol,441.0,Calculate the kinetic energy (in Joules) of an object with mass 98 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
300,lila_physics_050,physics,float_tol,450.0,Calculate the kinetic energy (in Joules) of an object with mass 100 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
301,lila_statistics_001,statistics,float_tol,3.0,"Find the mean of the data set [0, 2, 4, 6].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
302,lila_statistics_002,statistics,float_tol,4.0,"Find the mean of the data set [1, 3, 5, 7].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
303,lila_statistics_003,statistics,float_tol,5.0,"Find the mean of the data set [2, 4, 6, 8].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
304,lila_statistics_004,statistics,float_tol,6.0,"Find the mean of the data set [3, 5, 7, 9].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
305,lila_statistics_005,statistics,float_tol,7.0,"Find the mean of the data set [4, 6, 8, 10].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
306,lila_statistics_006,statistics,float_tol,8.0,"Find the mean of the data set [5, 7, 9, 11].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
307,lila_statistics_007,statistics,float_tol,9.0,"Find the mean of the data set [6, 8, 10, 12].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
308,lila_statistics_008,statistics,float_tol,10.0,"Find the mean of the data set [7, 9, 11, 13].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
309,lila_statistics_009,statistics,float_tol,11.0,"Find the mean of the data set [8, 10, 12, 14].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
310,lila_statistics_010,statistics,float_tol,12.0,"Find the mean of the data set [9, 11, 13, 15].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
311,lila_statistics_011,statistics,float_tol,13.0,"Find the mean of the data set [10, 12, 14, 16].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
312,lila_statistics_012,statistics,float_tol,14.0,"Find the mean of the data set [11, 13, 15, 17].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
313,lila_statistics_013,statistics,float_tol,15.0,"Find the mean of the data set [12, 14, 16, 18].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
314,lila_statistics_014,statistics,float_tol,16.0,"Find the mean of the data set [13, 15, 17, 19].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
315,lila_statistics_015,statistics,float_tol,17.0,"Find the mean of the data set [14, 16, 18, 20].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
316,lila_statistics_016,statistics,float_tol,18.0,"Find the mean of the data set [15, 17, 19, 21].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
317,lila_statistics_017,statistics,float_tol,19.0,"Find the mean of the data set [16, 18, 20, 22].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
318,lila_statistics_018,statistics,float_tol,20.0,"Find the mean of the data set [17, 19, 21, 23].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
319,lila_statistics_019,statistics,float_tol,21.0,"Find the mean of the data set [18, 20, 22, 24].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
320,lila_statistics_020,statistics,float_tol,22.0,"Find the mean of the data set [19, 21, 23, 25].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
321,lila_statistics_021,statistics,float_tol,23.0,"Find the mean of the data set [20, 22, 24, 26].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
322,lila_statistics_022,statistics,float_tol,24.0,"Find the mean of the data set [21, 23, 25, 27].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
323,lila_statistics_023,statistics,float_tol,25.0,"Find the mean of the data set [22, 24, 26, 28].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
324,lila_statistics_024,statistics,float_tol,26.0,"Find the mean of the data set [23, 25, 27, 29].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
325,lila_statistics_025,statistics,float_tol,27.0,"Find the mean of the data set [24, 26, 28, 30].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
326,lila_statistics_026,statistics,float_tol,28.0,"Find the mean of the data set [25, 27, 29, 31].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
327,lila_statistics_027,statistics,float_tol,29.0,"Find the mean of the data set [26, 28, 30, 32].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
328,lila_statistics_028,statistics,float_tol,30.0,"Find the mean of the data set [27, 29, 31, 33].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
329,lila_statistics_029,statistics,float_tol,31.0,"Find the mean of the data set [28, 30, 32, 34].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
330,lila_statistics_030,statistics,float_tol,32.0,"Find the mean of the data set [29, 31, 33, 35].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
331,lila_statistics_031,statistics,float_tol,33.0,"Find the mean of the data set [30, 32, 34, 36].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
332,lila_statistics_032,statistics,float_tol,34.0,"Find the mean of the data set [31, 33, 35, 37].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
333,lila_statistics_033,statistics,float_tol,35.0,"Find the mean of the data set [32, 34, 36, 38].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
334,lila_statistics_034,statistics,float_tol,36.0,"Find the mean of the data set [33, 35, 37, 39].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
335,lila_statistics_035,statistics,float_tol,37.0,"Find the mean of the data set [34, 36, 38, 40].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
336,lila_statistics_036,statistics,float_tol,38.0,"Find the mean of the data set [35, 37, 39, 41].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
337,lila_statistics_037,statistics,float_tol,39.0,"Find the mean of the data set [36, 38, 40, 42].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
338,lila_statistics_038,statistics,float_tol,40.0,"Find the mean of the data set [37, 39, 41, 43].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
339,lila_statistics_039,statistics,float_tol,41.0,"Find the mean of the data set [38, 40, 42, 44].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
340,lila_statistics_040,statistics,float_tol,42.0,"Find the mean of the data set [39, 41, 43, 45].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
341,lila_statistics_041,statistics,float_tol,43.0,"Find the mean of the data set [40, 42, 44, 46].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
342,lila_statistics_042,statistics,float_tol,44.0,"Find the mean of the data set [41, 43, 45, 47].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
343,lila_statistics_043,statistics,float_tol,45.0,"Find the mean of the data set [42, 44, 46, 48].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
344,lila_statistics_044,statistics,float_tol,46.0,"Find the mean of the data set [43, 45, 47, 49].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
345,lila_statistics_045,statistics,float_tol,47.0,"Find the mean of the data set [44, 46, 48, 50].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
346,lila_statistics_046,statistics,float_tol,48.0,"Find the mean of the data set [45, 47, 49, 51].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
347,lila_statistics_047,statistics,float_tol,49.0,"Find the mean of the data set [46, 48, 50, 52].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
348,lila_statistics_048,statistics,float_tol,50.0,"Find the mean of the data set [47, 49, 51, 53].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
349,lila_statistics_049,statistics,float_tol,51.0,"Find the mean of the data set [48, 50, 52, 54].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
350,lila_statistics_050,statistics,float_tol,52.0,"Find the mean of the data set [49, 51, 53, 55].  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}."
